title,tag,total_price,unitprice,position,house_range,house_area,house_toward,house_situation,house_floor,house_year,house_type,is_near_subway,tax_for_free,is_anytime
融泽嘉园1号院 南北通透 户型方正 位置安静不临街,"VR房源,房本满五年",358万,"38,566元/平",融泽嘉园中路1号院-回龙观,2室1厅,92.83平米,南 北,简装,28层,无年份,板塔结合,False,房本满五年,False
行宫园 2室1厅 南 北,"VR房源,房本满五年,随时看房",159万,"15,604元/平",行宫园-良乡,2室1厅,101.9平米,南 北,简装,中楼层(共7层),无年份,板楼,False,房本满五年,True
电梯直达，采光好！近近近！看房子方便！,"近地铁,VR房源,房本满五年,随时看房",583万,"98,730元/平",和平里一区-和平里,2室1厅,59.05平米,南,精装,高楼层(共11层),无年份,板楼,True,房本满五年,True
北人家园 2室1厅 南,VR房源,245万,"30,473元/平",北人家园-万达,2室1厅,80.4平米,南,精装,低楼层(共27层),2018年,板楼,False,,False
下坡屯家园一区 1室1厅 南,"VR房源,房本满两年",82万,"13,148元/平",下坡屯家园一区-顺义其它,1室1厅,62.37平米,南,其他,低楼层(共11层),2012年,板楼,False,房本满两年,False
望京路4号院 满五年唯一 精装修 看房随时 配套全,"近地铁,VR看装修,房本满五年,随时看房",238万,"40,497元/平",望京路4号院-望京,1室1厅,58.77平米,东南,精装,顶层(共14层),1999年,板楼,True,房本满五年,True
南北通透 小区中间位置  一层两居,"近地铁,VR房源,房本满五年,随时看房",235万,"30,457元/平",云趣园二区-回龙观,2室1厅,77.16平米,南 北,简装,7层,无年份,板楼,True,房本满五年,True
满五唯一 楼层好 楼栋位置好 正观小区花园,"VR房源,房本满五年,随时看房",285万,"51,584元/平",苹果社区南区-双井,1室0厅,55.25平米,北,简装,22层,2005年,板塔结合,False,房本满五年,True
东城区地坛公园东门口和平里五区,"VR房源,房本满五年",560万,"101,597元/平",和平里五区-和平里,2室1厅,55.12平米,南 北,精装,底层(共6层),无年份,板楼,False,房本满五年,False
昊天温泉家园 1层 业主诚心出售 看房随时,"VR看装修,房本满五年,随时看房",99万,"12,430元/平",昊天温泉家园-良乡,2室1厅,79.65平米,南 北,简装,底层(共6层),无年份,板楼,False,房本满五年,True
靓景明居 电梯南北两居室 双卫 随时看房,"VR房源,房本满五年",350万,"34,164元/平",靓景明居-九棵树(家乐福),2室2厅,102.45平米,南 北,简装,中楼层(共12层),无年份,板楼,False,房本满五年,False
